0.9427	0.5181280668102094	0.1774371444259452
0.9485	0.3548802245003201	0.1739488311400755
0.9614	0.28885277212407456	0.15648452358571852
0.9619	0.2528277390223465	0.14880032738143154
0.9679	0.2285883295907776	0.14028271293043618
0.9521	0.21141095881336439	0.14400375121172895
0.9672	0.19878477850594728	0.1397369035791646
0.9654	0.18925250260638934	0.13688881810129358
0.9636	0.18182055273809702	0.1347919413046263
0.9719	0.175604268833836	0.13068987784636077
0.9648	0.1704271066039194	0.13002241827720096
0.9696	0.16591497644081754	0.12777785428404023
0.9586	0.16215755587802064	0.1292639694269225
0.9658	0.158899419731652	0.1279866993484642
0.9607	0.1560708994980486	0.12785130559554214
0.9653	0.15347954110222073	0.12706353645197954
0.9593	0.15103465770090332	0.12763516838931563
0.9618	0.14865434486994833	0.1280192415584134
0.9639	0.1467408018062108	0.127976093469169
0.9559	0.14500648890868195	0.12920410467217427
0.9518	0.14358363221443457	0.1330224454572459
0.9674	0.14219081137510947	0.13222772679404196
0.9642	0.1408157283683704	0.13211116668984527
0.9676	0.1395322925714159	0.13153401334181317
0.9635	0.13839589477780817	0.1311394255350733
0.9685	0.13721261208226096	0.1302730656380458
0.952	0.13590598211214147	0.1318366413239219
0.9538	0.1347991805571505	0.13258998587451876
0.9598	0.13369496892129062	0.13330012977697767
0.9651	0.13270569822953535	0.13306204799269444
0.9594	0.13179243758638018	0.1334572158126256
0.9602	0.13111085170669096	0.1334766535060283
0.9534	0.1303876158507555	0.13422432300605835
0.952	0.1296947277306697	0.13525373843378125
0.9531	0.1290187439031359	0.13614383269984284
0.9566	0.12848177589878226	0.13662321961533724
0.9528	0.12788606766674776	0.13777401999335367
0.9548	0.12718333053056036	0.1386993150390808
0.9651	0.12660462304911166	0.13852091561769386
0.9614	0.12602688140652354	0.13845552607558084
